Gene ID	Annotation	Gene length (bp)	No. of Unique hits	Normalize Unique hits (hits/bp)	Total number of reads	Pvalue (Essential)	Adj. Pvalue (Essential)	FWER (Essential)	Pvalue (Improved fitness)	Adj. Pvalue (Improved fitness)	FWER (Improved fitness)
MPAO1_00375	gamma carbonic anhydrase family protein	543	0.0	0.0	0.0	0.9005383568083634	1.0	1.0	0.09946164319163664	0.29393440858745107	1.0
MPAO1_00380	oligopeptidase A	2046	2.0	0.0010857763300760044	208.0	0.9928066129223643	1.0	1.0	0.007193387077635727	0.19851046592649202	1.0
MPAO1_00385	YheV family putative metal-binding protein	276	0.0	0.0	0.0	0.9568481865597344	1.0	1.0	0.04315181344026564	0.31391876163599186	1.0
MPAO1_00390	PA0069 family radical SAM protein	1059	1.0	0.001049317943336831	14.0	0.974400362781932	1.0	1.0	0.025599637218068017	0.2950483677800074	1.0
MPAO1_00395	type VI secretion-associated lipoprotein TagQ	915	0.0	0.0	0.0	0.8290541775402155	1.0	1.0	0.1709458224597845	0.2798940235149341	1.0
MPAO1_00400	type VI secretion protein	1713	0.0	0.0	0.0	0.657671257579321	1.0	1.0	0.342328742420679	0.36625561484323826	1.0
MPAO1_00405	ABC transporter permease	1200	1.0	9.25925925925926E-4	53.0	0.9888767126834506	1.0	1.0	0.011123287316549435	0.23603856623349306	1.0
MPAO1_00410	ABC transporter ATP-binding protein	720	0.0	0.0	0.0	0.9105241224373001	1.0	1.0	0.08947587756269992	0.2969730142933654	1.0
MPAO1_00415	VWA domain-containing protein	3099	1.0	3.5855145213338117E-4	23.0	0.9167079847883536	1.0	1.0	0.08329201521164642	0.29654177190433534	1.0
MPAO1_00420	serine/threonine-protein phosphatase	729	1.0	0.0015220700152207	77.0	0.9940768509176209	1.0	1.0	0.00592314908237912	0.19025284320341238	1.0
MPAO1_00425	type VI secretion system-associated protein TagF	681	1.0	0.0016313213703099511	34.0	0.9965530877284952	1.0	1.0	0.003446912271504843	0.16607336337627432	1.0
MPAO1_00430	type VI secretion system membrane subunit TssM	3531	0.0	0.0	0.0	0.5761531976049764	1.0	1.0	0.4238468023950236	0.4340368474700259	1.0
MPAO1_00435	DotU family type VI secretion system protein	1350	0.0	0.0	0.0	0.8109693320831072	1.0	1.0	0.18903066791689282	0.2822973236827988	1.0
MPAO1_00440	type VI secretion system baseplate subunit TssK	1335	0.0	0.0	0.0	0.7976650622829506	1.0	1.0	0.20233493771704936	0.28486820692235115	1.0
MPAO1_00445	type VI secretion system lipoprotein TssJ	465	0.0	0.0	0.0	0.9568481865597344	1.0	1.0	0.04315181344026564	0.31391876163599186	1.0
MPAO1_00450	type VI secretion system-associated FHA domain protein TagH	1494	0.0	0.0	0.0	0.8199618970540633	1.0	1.0	0.1800381029459367	0.2807066231077496	1.0
MPAO1_00455	type VI secretion system protein TssA	1035	0.0	0.0	0.0	0.847542320165624	1.0	1.0	0.15245767983437597	0.27891261813459756	1.0
MPAO1_00460	type VI secretion system contractile sheath small subunit	519	0.0	0.0	0.0	0.8955866172750023	1.0	1.0	0.10441338272499767	0.29365639409451494	1.0
MPAO1_00465	type VI secretion system contractile sheath large subunit	1497	0.0	0.0	0.0	0.726293280834078	1.0	1.0	0.27370671916592204	0.3188995233413855	1.0
MPAO1_00470	type VI secretion system tube protein Hcp	489	0.0	0.0	0.0	0.8955866172750023	1.0	1.0	0.10441338272499767	0.29365639409451494	1.0
MPAO1_00475	tetratricopeptide repeat protein	846	0.0	0.0	0.0	0.8522284205740137	1.0	1.0	0.1477715794259863	0.27947276186163045	1.0
MPAO1_00480	type VI secretion system baseplate subunit TssE	510	0.0	0.0	0.0	0.9515868193375707	1.0	1.0	0.04841318066242928	0.32227936119338535	1.0
MPAO1_00485	type VI secretion system baseplate subunit TssF	1860	0.0	0.0	0.0	0.7507230452663717	1.0	1.0	0.24927695473362832	0.3046891120657657	1.0
MPAO1_00490	type VI secretion system baseplate subunit TssG	1047	0.0	0.0	0.0	0.8290541775402155	1.0	1.0	0.1709458224597845	0.2798940235149341	1.0
MPAO1_00495	type VI secretion system ATPase TssH	2709	0.0	0.0	0.0	0.6155642923588176	1.0	1.0	0.3844357076411824	0.39994921938316286	1.0
MPAO1_00500	type VI secretion system tip protein VgrG	1932	0.0	0.0	0.0	0.6292915501672333	1.0	1.0	0.37070844983276674	0.3885563958839164	1.0
MPAO1_00505	hypothetical protein	285	0.0	0.0	0.0	0.9055174747369944	1.0	1.0	0.0944825252630056	0.29462508408273047	1.0
MPAO1_00510	hypothetical protein	1293	0.0	0.0	0.0	0.7548738274577823	1.0	1.0	0.2451261725422177	0.3030819609177862	1.0
MPAO1_00515	DUF1795 domain-containing protein	435	0.0	0.0	0.0	0.9055174747369944	1.0	1.0	0.0944825252630056	0.29462508408273047	1.0
MPAO1_00520	type VI secretion system tip protein VgrG	2226	1.0	4.99001996007984E-4	46.0	0.9101016652852609	1.0	1.0	0.08989833471473907	0.2812253387191252	1.0
MPAO1_00525	hypothetical protein	450	0.0	0.0	0.0	0.9155584521226523	1.0	1.0	0.0844415478773477	0.3002706705523592	1.0
MPAO1_00530	DUF2169 domain-containing protein	1200	1.0	9.25925925925926E-4	13.0	0.9849060505799379	1.0	1.0	0.015093949420062147	0.2664331372105865	1.0
MPAO1_00535	hypothetical protein	1038	0.0	0.0	0.0	0.8808941677405295	1.0	1.0	0.11910583225947047	0.28692790246769156	1.0
MPAO1_00540	DUF4150 domain-containing protein	1161	1.0	9.569377990430622E-4	146.0	0.9688880001625739	1.0	1.0	0.031111999837426074	0.3073551849485554	1.0
MPAO1_00545	hypothetical protein	921	0.0	0.0	0.0	0.7343469016770422	1.0	1.0	0.2656530983229578	0.31418690381133724	1.0
MPAO1_00550	TIGR02270 family protein	1248	1.0	8.896797153024911E-4	51.0	0.9813570258396778	1.0	1.0	0.018642974160322234	0.2753351811918947	1.0
MPAO1_00555	carbonic anhydrase	729	0.0	0.0	0.0	0.8522284205740137	1.0	1.0	0.1477715794259863	0.27947276186163045	1.0
MPAO1_00560	SulP family inorganic anion transporter	1572	1.0	7.072135785007072E-4	55.0	0.9526537653265942	1.0	1.0	0.04734623467340582	0.31697171686819975	1.0
MPAO1_00565	hypothetical protein	639	0.0	0.0	0.0	0.8955866172750023	1.0	1.0	0.10441338272499767	0.29365639409451494	1.0
MPAO1_00570	cytochrome C oxidase subunit II	162	0.0	0.0	0.0	0.962138644122878	1.0	1.0	0.03786135587712203	0.31522528306759673	1.0
MPAO1_00575	cytochrome c oxidase subunit II	1125	0.0	0.0	0.0	0.7976650622829506	1.0	1.0	0.20233493771704936	0.28486820692235115	1.0
MPAO1_00580	cytochrome c oxidase subunit I	1593	2.0	0.0013956734124214933	57.0	0.9886221183568007	1.0	1.0	0.011377881643199306	0.23466381859201935	1.0
MPAO1_00585	cytochrome c oxidase assembly protein	555	0.0	0.0	0.0	0.8522284205740137	1.0	1.0	0.1477715794259863	0.27947276186163045	1.0
MPAO1_00590	cytochrome c oxidase subunit 3	888	0.0	0.0	0.0	0.8154532187609116	1.0	1.0	0.1845467812390884	0.2810274559905082	1.0
MPAO1_00595	twin transmembrane helix small protein	210	0.0	0.0	0.0	0.9674583528688324	1.0	1.0	0.032541647131167584	0.31512323202142184	1.0
MPAO1_00600	SURF1 family protein	795	0.0	0.0	0.0	0.8955866172750023	1.0	1.0	0.10441338272499767	0.29365639409451494	1.0
MPAO1_00605	hypothetical protein	579	0.0	0.0	0.0	0.9105241224373001	1.0	1.0	0.08947587756269992	0.2969730142933654	1.0
MPAO1_00610	heme A synthase	1074	0.0	0.0	0.0	0.847542320165624	1.0	1.0	0.15245767983437597	0.27891261813459756	1.0
MPAO1_00615	protoheme IX farnesyltransferase 1	915	0.0	0.0	0.0	0.7759745347592801	1.0	1.0	0.22402546524071987	0.2929525438676199	1.0
MPAO1_00620	SCO family protein	636	0.0	0.0	0.0	0.8808941677405295	1.0	1.0	0.11910583225947047	0.28692790246769156	1.0
MPAO1_00625	GNAT family N-acetyltransferase	453	0.0	0.0	0.0	0.9055174747369944	1.0	1.0	0.0944825252630056	0.29462508408273047	1.0
MPAO1_00630	transcriptional regulator	474	0.0	0.0	0.0	0.9005383568083634	1.0	1.0	0.09946164319163664	0.29393440858745107	1.0
MPAO1_00635	SDR family NAD(P)-dependent oxidoreductase	729	0.0	0.0	0.0	0.8664427536002431	1.0	1.0	0.13355724639975686	0.2830027016358222	1.0
MPAO1_00640	2-hydroxychromene-2-carboxylate isomerase	588	0.0	0.0	0.0	0.8906621055928714	1.0	1.0	0.1093378944071286	0.29133642036496005	1.0
MPAO1_00645	C4-dicarboxylate transporter 1	1350	0.0	0.0	0.0	0.6797928361764712	1.0	1.0	0.32020716382352876	0.34939255781598333	1.0
MPAO1_00650	FadR family transcriptional regulator	687	0.0	0.0	0.0	0.8760504446029972	1.0	1.0	0.12394955539700281	0.2852683972684348	1.0
MPAO1_00655	GntR family transcriptional regulator	735	0.0	0.0	0.0	0.885764672045719	1.0	1.0	0.11423532795428104	0.28769291247440615	1.0
MPAO1_00660	hemolysin	411	0.0	0.0	0.0	0.885764672045719	1.0	1.0	0.11423532795428104	0.28769291247440615	1.0
MPAO1_00665	LysR family transcriptional regulator	909	0.0	0.0	0.0	0.8428819869535721	1.0	1.0	0.15711801304642792	0.2790150092709678	1.0
MPAO1_00670	type II toxin-antitoxin system RelE/ParE family toxin	282	0.0	0.0	0.0	0.9359756645356744	1.0	1.0	0.06402433546432562	0.31598240458380017	1.0
MPAO1_00675	ribbon-helix-helix protein, CopG family	228	0.0	0.0	0.0	0.9515868193375707	1.0	1.0	0.04841318066242928	0.32227936119338535	1.0
MPAO1_00680	hypothetical protein	621	0.0	0.0	0.0	0.9515868193375707	1.0	1.0	0.04841318066242928	0.32227936119338535	1.0
MPAO1_00685	water stress/hypersensitive response domain-containing protein	501	0.0	0.0	0.0	0.9308290678745712	1.0	1.0	0.0691709321254288	0.3137243356738198	1.0
MPAO1_00690	alkylphosphonate utilization protein	342	0.0	0.0	0.0	0.8760504446029972	1.0	1.0	0.12394955539700281	0.2852683972684348	1.0
MPAO1_00695	GABA permease	1428	0.0	0.0	0.0	0.6760548976023489	1.0	1.0	0.32394510239765106	0.3522288775237501	1.0
MPAO1_00700	methylmalonate-semialdehyde dehydrogenase (CoA acylating)	1494	0.0	0.0	0.0	0.7384071394185345	1.0	1.0	0.26159286058146547	0.31138980042483877	1.0
MPAO1_00705	beta-alanine degradation protein BauB	288	0.0	0.0	0.0	0.9568481865597344	1.0	1.0	0.04315181344026564	0.31391876163599186	1.0
MPAO1_00710	beta-alanine--pyruvate aminotransferase	1347	0.0	0.0	0.0	0.7548738274577823	1.0	1.0	0.2451261725422177	0.3030819609177862	1.0
MPAO1_00715	HTH-type transcriptional activator BauR	918	0.0	0.0	0.0	0.7976650622829506	1.0	1.0	0.20233493771704936	0.28486820692235115	1.0
MPAO1_00720	guanine deaminase	1371	0.0	0.0	0.0	0.7104500439308017	1.0	1.0	0.2895499560691983	0.3284397224574967	1.0
MPAO1_00725	hypothetical protein	141	0.0	0.0	0.0	0.9463543824989676	1.0	1.0	0.05364561750103236	0.31691350720710376	1.0
MPAO1_00730	ABC transporter ATP-binding protein	1572	0.0	0.0	0.0	0.7632443683274989	1.0	1.0	0.23675563167250113	0.2985731823580694	1.0
MPAO1_00735	ABC transporter permease	1098	0.0	0.0	0.0	0.8336380561590307	1.0	1.0	0.16636194384096925	0.2795527461112685	1.0
MPAO1_00740	ABC transporter permease	927	0.0	0.0	0.0	0.8712333553730242	1.0	1.0	0.12876664462697585	0.28411799441342495	1.0
MPAO1_00745	alkyl hydroperoxide reductase	120	0.0	0.0	0.0	0.9411507169660548	1.0	1.0	0.05884928303394521	0.3176456250445638	1.0
MPAO1_00750	peroxiredoxin	564	0.0	0.0	0.0	0.9155584521226523	1.0	1.0	0.0844415478773477	0.3002706705523592	1.0
MPAO1_00755	alkyl hydroperoxide reductase subunit F	1566	1.0	7.092198581560284E-4	20.0	0.96417388509705	1.0	1.0	0.03582611490294996	0.3038757624812985	1.0
MPAO1_00760	polyphosphate kinase 2	897	0.0	0.0	0.0	0.8020753890420814	1.0	1.0	0.19792461095791858	0.2827219594679576	1.0
MPAO1_00765	8-oxoguanine deaminase	1350	2.0	0.0016474464579901153	45.0	0.9985892404113483	1.0	1.0	0.0014107595886516666	0.11359513509718488	1.0
MPAO1_00770	nucleoside hydrolase	1053	0.0	0.0	0.0	0.7717077272972781	1.0	1.0	0.2282922727027219	0.29485870774480316	1.0
MPAO1_00775	nucleoside 2-deoxyribosyltransferase	627	1.0	0.0017699115044247787	14.0	0.9935082100830739	1.0	1.0	0.006491789916926116	0.19874344339422764	1.0
MPAO1_00780	nucleoside 2-deoxyribosyltransferase	519	0.0	0.0	0.0	0.9055174747369944	1.0	1.0	0.0944825252630056	0.29462508408273047	1.0
MPAO1_00785	BMP family ABC transporter substrate-binding protein	1098	2.0	0.0020242914979757085	25.0	0.9982593165436808	1.0	1.0	0.0017406834563191698	0.127896716953051	1.0
MPAO1_00790	oxidoreductase	963	1.0	0.0011534025374855825	36.0	0.9754498935136664	1.0	1.0	0.0245501064863336	0.2891894307147673	1.0
MPAO1_00795	adenosine deaminase	951	1.0	0.0011695906432748538	21.0	0.9822743156075248	1.0	1.0	0.01772568439247524	0.27062746197134924	1.0
MPAO1_00800	RNA polymerase sigma factor	546	0.0	0.0	0.0	0.9155584521226523	1.0	1.0	0.0844415478773477	0.3002706705523592	1.0
MPAO1_00805	FecR family protein	996	0.0	0.0	0.0	0.8569404306467528	1.0	1.0	0.14305956935324715	0.27983499123407213	1.0
MPAO1_00810	TonB-dependent receptor	2388	0.0	0.0	0.0	0.6362695515868635	1.0	1.0	0.3637304484131365	0.38288101285322645	1.0
MPAO1_00815	pca operon transcription factor PcaQ	918	0.0	0.0	0.0	0.8808941677405295	1.0	1.0	0.11910583225947047	0.28692790246769156	1.0
MPAO1_00820	protocatechuate 3,4-dioxygenase subunit beta	720	0.0	0.0	0.0	0.847542320165624	1.0	1.0	0.15245767983437597	0.27891261813459756	1.0
MPAO1_00825	protocatechuate 3,4-dioxygenase subunit alpha	606	0.0	0.0	0.0	0.885764672045719	1.0	1.0	0.11423532795428104	0.28769291247440615	1.0
MPAO1_00830	hypothetical protein	231	1.0	0.004830917874396135	46.0	0.9961077270882875	1.0	1.0	0.0038922729117124577	0.16578826213801323	1.0
MPAO1_00835	transcriptional regulator	840	0.0	0.0	0.0	0.8290541775402155	1.0	1.0	0.1709458224597845	0.2798940235149341	1.0
MPAO1_00840	triclosan efflux RND transporter adaptor protein TriA	1152	0.0	0.0	0.0	0.8760504446029972	1.0	1.0	0.12394955539700281	0.2852683972684348	1.0
MPAO1_00845	triclosan efflux RND transporter adaptor protein TriB	1071	0.0	0.0	0.0	0.9206206168480174	1.0	1.0	0.07937938315198256	0.30596197650318263	1.0
MPAO1_00850	triclosan efflux RND transporter permease subunit TriC	3048	2.0	7.288629737609329E-4	119.0	0.9630901201761349	1.0	1.0	0.036909879823865066	0.30993753372096977	1.0
MPAO1_00855	LysR family transcriptional regulator	939	1.0	0.001183431952662722	100.0	0.9813570258396778	1.0	1.0	0.018642974160322234	0.2753351811918947	1.0
MPAO1_00860	hypothetical protein	186	0.0	0.0	0.0	0.962138644122878	1.0	1.0	0.03786135587712203	0.31522528306759673	1.0
MPAO1_00865	hypothetical protein	216	0.0	0.0	0.0	0.9206206168480174	1.0	1.0	0.07937938315198256	0.30596197650318263	1.0
MPAO1_00870	OprD family porin	1335	0.0	0.0	0.0	0.7465950867471748	1.0	1.0	0.2534049132528252	0.3070529952793458	1.0
MPAO1_00875	AraC family transcriptional regulator	798	0.0	0.0	0.0	0.8712333553730242	1.0	1.0	0.12876664462697585	0.28411799441342495	1.0
MPAO1_00880	gamma-glutamyltransferase family protein	1617	1.0	6.872852233676976E-4	18.0	0.9566280892310691	1.0	1.0	0.04337191076893088	0.2971329737759623	1.0
MPAO1_00885	hypothetical protein	837	1.0	0.0013280212483399733	21.0	0.9822743156075248	1.0	1.0	0.01772568439247524	0.27062746197134924	1.0
MPAO1_00890	purine permease	1407	1.0	7.892659826361484E-4	10.0	0.96417388509705	1.0	1.0	0.03582611490294996	0.3038757624812985	1.0
MPAO1_00895	TetR family transcriptional regulator	666	0.0	0.0	0.0	0.8428819869535721	1.0	1.0	0.15711801304642792	0.2790150092709678	1.0
MPAO1_00900	YigZ family protein	591	0.0	0.0	0.0	0.9359756645356744	1.0	1.0	0.06402433546432562	0.31598240458380017	1.0
