Gene ID	Annotation	Gene length (bp)	No. of Unique hits	Normalize Unique hits (hits/bp)	Total number of reads	Pvalue (Essential)	Adj. Pvalue (Essential)	FWER (Essential)	Pvalue (Improved fitness)	Adj. Pvalue (Improved fitness)	FWER (Improved fitness)
MPAO1_00105	DNA-protecting protein DprA	1089	0.0	0.0	0.0	0.7954922281799731	1.0	1.0	0.20450777182002688	0.38890219435720413	1.0
MPAO1_00110	threonylcarbamoyl-AMP synthase	558	0.0	0.0	0.0	0.8312744148647015	1.0	1.0	0.16872558513529845	0.3924689313119447	1.0
MPAO1_00115	quinone oxidoreductase	978	2.0	0.0022727272727272726	99.0	0.9944081997763737	1.0	1.0	0.005591800223626264	0.18782058122557246	1.0
MPAO1_00120	coproporphyrinogen III oxidase	918	0.0	0.0	0.0	0.6910171528086518	1.0	1.0	0.30898284719134816	0.4062181113376749	1.0
MPAO1_00125	shikimate dehydrogenase	825	0.0	0.0	0.0	0.8312744148647015	1.0	1.0	0.16872558513529845	0.3924689313119447	1.0
MPAO1_00130	phospholipase C	987	1.0	0.0011248593925759281	10.0	0.9475376254298953	1.0	1.0	0.05246237457010472	0.3560898818973159	1.0
MPAO1_00135	peptidylprolyl isomerase	1287	2.0	0.001725625539257981	72.0	0.989759926650175	1.0	1.0	0.010240073349825018	0.23604373000106454	1.0
MPAO1_00140	hypothetical protein	603	1.0	0.001841620626151013	89.0	0.9828123641141799	1.0	1.0	0.017187635885820063	0.29890214123328496	1.0
MPAO1_00145	SulP family inorganic anion transporter	1554	0.0	0.0	0.0	0.5950041844992248	1.0	1.0	0.40499581550077524	0.45674700758126574	1.0
MPAO1_00150	choline ABC transporter substrate-binding protein	924	1.0	0.001201923076923077	39.0	0.9602780032745817	1.0	1.0	0.03972199672541832	0.3642525690358953	1.0
MPAO1_00155	choline-sulfatase	1512	1.0	7.352941176470588E-4	62.0	0.8858181728412127	1.0	1.0	0.11418182715878733	0.3961988075793105	1.0
MPAO1_00160	LysR family transcriptional regulator	915	1.0	0.001215066828675577	30.0	0.9642218794337105	1.0	1.0	0.035778120566289484	0.3425143203398202	1.0
MPAO1_00165	DOPA 4,5-dioxygenase	378	0.0	0.0	0.0	0.8386217242384657	1.0	1.0	0.1613782757615343	0.39295008489076166	1.0
MPAO1_00170	Hpt domain-containing protein	366	0.0	0.0	0.0	0.9238569894445031	1.0	1.0	0.07614301055549688	0.40140683053382126	1.0
MPAO1_00175	DNA-binding response regulator	624	0.0	0.0	0.0	0.7885227837499821	1.0	1.0	0.21147721625001792	0.3874884903733184	1.0
MPAO1_00180	tryptophan synthase subunit alpha	807	0.0	0.0	0.0	0.7612502848385325	1.0	1.0	0.23874971516146748	0.3895006454951723	1.0
MPAO1_00185	tryptophan synthase subunit beta	1209	0.0	0.0	0.0	0.6384010264483133	1.0	1.0	0.3615989735516867	0.43218356375291056	1.0
MPAO1_00190	transcriptional regulator	888	0.0	0.0	0.0	0.7885227837499821	1.0	1.0	0.21147721625001792	0.3874884903733184	1.0
MPAO1_00195	dodecin flavoprotein	216	0.0	0.0	0.0	0.8763439269596978	1.0	1.0	0.12365607304030224	0.39696908647236295	1.0
MPAO1_00200	DUF1161 domain-containing protein	228	1.0	0.0048543689320388345	42.0	0.9967036213661171	1.0	1.0	0.0032963786338828793	0.15500890887970853	1.0
MPAO1_00205	ShlB/FhaC/HecB family hemolysin secretion/activation protein	1689	0.0	0.0	0.0	0.6612723365097248	1.0	1.0	0.33872766349027517	0.42102795643811325	1.0
MPAO1_00210	filamentous hemagglutinin N-terminal domain-containing protein	10608	0.0	0.0	0.0	0.07590029943027077	1.0	1.0	0.9240997005697292	0.9245715812678925	1.0
MPAO1_00215	hypothetical protein	255	0.0	0.0	0.0	0.7479698272609776	1.0	1.0	0.2520301727390224	0.3920172943529964	1.0
MPAO1_00220	transposase	702	0.0	0.0	0.0	0.5950041844992248	1.0	1.0	0.40499581550077524	0.45674700758126574	1.0
MPAO1_00230	hypothetical protein	237	0.0	0.0	0.0	0.7747665414377072	1.0	1.0	0.22523345856229282	0.38790573379113896	1.0
MPAO1_00235	hypothetical protein	246	0.0	0.0	0.0	0.8167723452802428	1.0	1.0	0.18322765471975722	0.39078815473248657	1.0
MPAO1_00240	hypothetical protein	321	0.0	0.0	0.0	0.667117064014588	1.0	1.0	0.33288293598541197	0.41782743918903514	1.0
MPAO1_00245	transposase	279	1.0	0.00398406374501992	47.0	0.9798530047028928	1.0	1.0	0.020146995297107173	0.3157974356170559	1.0
MPAO1_00250	hypothetical protein	396	1.0	0.0028089887640449437	79.0	0.973354434613764	1.0	1.0	0.02664556538623597	0.32629715279228133	1.0
MPAO1_00255	hypothetical protein	261	0.0	0.0	0.0	0.9654131757845352	1.0	1.0	0.03458682421546477	0.35480166271989866	1.0
MPAO1_00260	DUF4010 domain-containing protein	1383	1.0	8.032128514056225E-4	16.0	0.9383508552013291	1.0	1.0	0.061649144798670896	0.3612898037154412	1.0
MPAO1_00265	exoenzyme T	1374	1.0	8.090614886731392E-4	78.0	0.9261724504936439	1.0	1.0	0.07382754950635606	0.3927224760166162	1.0
MPAO1_00270	curli production assembly protein CsgG	687	0.0	0.0	0.0	0.7816143998230884	1.0	1.0	0.21838560017691155	0.3876987489700653	1.0
MPAO1_00275	DUF4810 domain-containing protein	354	0.0	0.0	0.0	0.8840895881205074	1.0	1.0	0.11591041187949258	0.4000712865693819	1.0
MPAO1_00280	hypothetical protein	666	0.0	0.0	0.0	0.7954922281799731	1.0	1.0	0.20450777182002688	0.38890219435720413	1.0
MPAO1_00285	XRE family transcriptional regulator	384	0.0	0.0	0.0	0.9077397625607749	1.0	1.0	0.09226023743922507	0.4041025899163674	1.0
MPAO1_00290	hypothetical protein	1662	0.0	0.0	0.0	0.6163207623675732	1.0	1.0	0.38367923763242684	0.443426378058082	1.0
MPAO1_00295	hypothetical protein	141	0.0	0.0	0.0	0.9739460851934597	1.0	1.0	0.02605391480654029	0.33584410358079786	1.0
MPAO1_00300	asparagine synthase (glutamine-hydrolyzing)	1833	2.0	0.001212856276531231	241.0	0.970550447839992	1.0	1.0	0.029449552160007997	0.3361251797990816	1.0
MPAO1_00305	cupin domain-containing protein	429	0.0	0.0	0.0	0.8763439269596978	1.0	1.0	0.12365607304030224	0.39696908647236295	1.0
MPAO1_00315	RNA 2'-phosphotransferase	549	0.0	0.0	0.0	0.8312744148647015	1.0	1.0	0.16872558513529845	0.3924689313119447	1.0
MPAO1_00320	DUF1993 family protein	507	0.0	0.0	0.0	0.868666126870463	1.0	1.0	0.13133387312953704	0.3934661092025579	1.0
MPAO1_00325	LysR family transcriptional regulator	921	0.0	0.0	0.0	0.8025232728029628	1.0	1.0	0.19747672719703724	0.3886066965062554	1.0
MPAO1_00330	MBL fold metallo-hydrolase	888	3.0	0.00375	122.0	0.999911996628708	1.0	1.0	8.800337129200031E-5	0.016165119264199307	0.5172838164543778
MPAO1_00335	DsbA family protein	705	1.0	0.0015748031496062992	54.0	0.986866711582205	1.0	1.0	0.013133288417795042	0.2680467684715252	1.0
MPAO1_00340	OsmC family peroxiredoxin	456	0.0	0.0	0.0	0.8610555933102664	1.0	1.0	0.13894440668973362	0.39114713722330186	1.0
MPAO1_00345	DUF1161 domain-containing protein	234	0.0	0.0	0.0	0.9238569894445031	1.0	1.0	0.07614301055549688	0.40140683053382126	1.0
MPAO1_00350	hypothetical protein	438	2.0	0.005076142131979695	165.0	0.9997722996156166	1.0	1.0	2.2770038438335582E-4	0.03264445998549672	1.0
MPAO1_00355	hypothetical protein	417	1.0	0.0026666666666666666	11.0	0.9952212711003188	1.0	1.0	0.004778728899681228	0.18122173207952424	1.0
MPAO1_00360	aminopeptidase	1128	0.0	0.0	0.0	0.6910171528086518	1.0	1.0	0.30898284719134816	0.4062181113376749	1.0
MPAO1_00365	hypothetical protein	984	0.0	0.0	0.0	0.7220999263270307	1.0	1.0	0.2779000736729693	0.3969615147143897	1.0
MPAO1_00370	HAD family hydrolase	666	0.0	0.0	0.0	0.8167723452802428	1.0	1.0	0.18322765471975722	0.39078815473248657	1.0
MPAO1_00375	gamma carbonic anhydrase family protein	543	0.0	0.0	0.0	0.8460339736056526	1.0	1.0	0.15396602639434742	0.3914413075890891	1.0
MPAO1_00380	oligopeptidase A	2046	3.0	0.0016286644951140066	283.0	0.9964095485377182	1.0	1.0	0.003590451462281763	0.15293241808182756	1.0
MPAO1_00385	YheV family putative metal-binding protein	276	0.0	0.0	0.0	0.932022599978382	1.0	1.0	0.067977400021618	0.3845728174466512	1.0
MPAO1_00390	PA0069 family radical SAM protein	1059	1.0	0.001049317943336831	19.0	0.940696068723913	1.0	1.0	0.05930393127608702	0.3801401396301412	1.0
MPAO1_00395	type VI secretion-associated lipoprotein TagQ	915	0.0	0.0	0.0	0.7414167347708949	1.0	1.0	0.25858326522910513	0.3935661400871776	1.0
MPAO1_00400	type VI secretion protein	1713	0.0	0.0	0.0	0.5123316811060712	1.0	1.0	0.4876683188939288	0.5149118696710102	1.0
MPAO1_00405	ABC transporter permease	1200	1.0	9.25925925925926E-4	133.0	0.973354434613764	1.0	1.0	0.02664556538623597	0.32629715279228133	1.0
MPAO1_00410	ABC transporter ATP-binding protein	720	0.0	0.0	0.0	0.8610555933102664	1.0	1.0	0.13894440668973362	0.39114713722330186	1.0
MPAO1_00415	VWA domain-containing protein	3099	1.0	3.5855145213338117E-4	11.0	0.8226788475423055	1.0	1.0	0.17732115245769453	0.37901590332593765	1.0
MPAO1_00420	serine/threonine-protein phosphatase	729	1.0	0.0015220700152207	135.0	0.9855679117137504	1.0	1.0	0.014432088286249645	0.28090004949197156	1.0
MPAO1_00425	type VI secretion system-associated protein TagF	681	1.0	0.0016313213703099511	33.0	0.99151092829822	1.0	1.0	0.008489071701780038	0.22177228205805807	1.0
MPAO1_00430	type VI secretion system membrane subunit TssM	3531	1.0	3.147623544224111E-4	11.0	0.7814107300992582	1.0	1.0	0.2185892699007418	0.37734735050706614	1.0
MPAO1_00435	DotU family type VI secretion system protein	1350	0.0	0.0	0.0	0.71577348449497	1.0	1.0	0.28422651550503	0.3993983882712327	1.0
MPAO1_00440	type VI secretion system baseplate subunit TssK	1335	1.0	8.326394671107411E-4	36.0	0.9497509265862809	1.0	1.0	0.05024907341371909	0.37915796344780595	1.0
MPAO1_00445	type VI secretion system lipoprotein TssJ	465	0.0	0.0	0.0	0.932022599978382	1.0	1.0	0.067977400021618	0.3845728174466512	1.0
MPAO1_00450	type VI secretion system-associated FHA domain protein TagH	1494	0.0	0.0	0.0	0.7284822851036574	1.0	1.0	0.2715177148963426	0.3956324065842096	1.0
MPAO1_00455	type VI secretion system protein TssA	1035	0.0	0.0	0.0	0.767978678319144	1.0	1.0	0.23202132168085599	0.3883318134510454	1.0
MPAO1_00460	type VI secretion system contractile sheath small subunit	519	0.0	0.0	0.0	0.8386217242384657	1.0	1.0	0.1613782757615343	0.39295008489076166	1.0
MPAO1_00465	type VI secretion system contractile sheath large subunit	1497	0.0	0.0	0.0	0.6002631937313465	1.0	1.0	0.3997368062686535	0.4536009550670165	1.0
MPAO1_00470	type VI secretion system tube protein Hcp	489	0.0	0.0	0.0	0.8386217242384657	1.0	1.0	0.1613782757615343	0.39295008489076166	1.0
MPAO1_00475	tetratricopeptide repeat protein	846	0.0	0.0	0.0	0.7747665414377072	1.0	1.0	0.22523345856229282	0.38790573379113896	1.0
MPAO1_00480	type VI secretion system baseplate subunit TssE	510	0.0	0.0	0.0	0.9238569894445031	1.0	1.0	0.07614301055549688	0.40140683053382126	1.0
MPAO1_00485	type VI secretion system baseplate subunit TssF	1860	0.0	0.0	0.0	0.6328078850947385	1.0	1.0	0.3671921149052615	0.4341893485039483	1.0
MPAO1_00490	type VI secretion system baseplate subunit TssG	1047	0.0	0.0	0.0	0.7414167347708949	1.0	1.0	0.25858326522910513	0.3935661400871776	1.0
MPAO1_00495	type VI secretion system ATPase TssH	2709	0.0	0.0	0.0	0.46098933416542776	1.0	1.0	0.5390106658345722	0.5568198055844666	1.0
MPAO1_00500	type VI secretion system tip protein VgrG	1932	0.0	0.0	0.0	0.4775047054757757	1.0	1.0	0.5224952945242243	0.5431954972078865	1.0
MPAO1_00505	hypothetical protein	285	0.0	0.0	0.0	0.8535117369454608	1.0	1.0	0.14648826305453921	0.391034518725968	1.0
MPAO1_00510	hypothetical protein	1293	0.0	0.0	0.0	0.6384010264483133	1.0	1.0	0.3615989735516867	0.43218356375291056	1.0
MPAO1_00515	DUF1795 domain-containing protein	435	1.0	0.0025575447570332483	21.0	0.9893011515119624	1.0	1.0	0.010698848488037593	0.24281015989453658	1.0
MPAO1_00520	type VI secretion system tip protein VgrG	2226	1.0	4.99001996007984E-4	52.0	0.8100983892717617	1.0	1.0	0.1899016107282383	0.38920560246184965	1.0
MPAO1_00525	hypothetical protein	450	0.0	0.0	0.0	0.868666126870463	1.0	1.0	0.13133387312953704	0.3934661092025579	1.0
MPAO1_00530	DUF2169 domain-containing protein	1200	1.0	9.25925925925926E-4	18.0	0.9642218794337105	1.0	1.0	0.035778120566289484	0.3425143203398202	1.0
MPAO1_00535	hypothetical protein	1038	0.0	0.0	0.0	0.8167723452802428	1.0	1.0	0.18322765471975722	0.39078815473248657	1.0
MPAO1_00540	DUF4150 domain-containing protein	1161	1.0	9.569377990430622E-4	92.0	0.9286660770095863	1.0	1.0	0.07133392299041375	0.38257372202340506	1.0
MPAO1_00545	hypothetical protein	921	1.0	0.0012062726176115801	45.0	0.9133038419897308	1.0	1.0	0.0866961580102692	0.3890076464002766	1.0
MPAO1_00550	TIGR02270 family protein	1248	1.0	8.896797153024911E-4	22.0	0.9561782741132742	1.0	1.0	0.04382172588672584	0.35285493803037593	1.0
MPAO1_00555	carbonic anhydrase	729	0.0	0.0	0.0	0.7747665414377072	1.0	1.0	0.22523345856229282	0.38790573379113896	1.0
MPAO1_00560	SulP family inorganic anion transporter	1572	2.0	0.0014144271570014145	139.0	0.9819234282279858	1.0	1.0	0.01807657177201416	0.297630501052939	1.0
MPAO1_00565	hypothetical protein	639	0.0	0.0	0.0	0.8386217242384657	1.0	1.0	0.1613782757615343	0.39295008489076166	1.0
MPAO1_00570	cytochrome C oxidase subunit II	162	0.0	0.0	0.0	0.9402603831495334	1.0	1.0	0.05973961685046658	0.3775800729538092	1.0
MPAO1_00575	cytochrome c oxidase subunit II	1125	0.0	0.0	0.0	0.6971247831091576	1.0	1.0	0.3028752168908424	0.40424625905639683	1.0
MPAO1_00580	cytochrome c oxidase subunit I	1593	2.0	0.0013956734124214933	49.0	0.9620635722678688	1.0	1.0	0.03793642773213124	0.3506137141658293	1.0
MPAO1_00585	cytochrome c oxidase assembly protein	555	0.0	0.0	0.0	0.7747665414377072	1.0	1.0	0.22523345856229282	0.38790573379113896	1.0
MPAO1_00590	cytochrome c oxidase subunit 3	888	1.0	0.00125	15.0	0.9582472010622228	1.0	1.0	0.04175279893777717	0.37072953497923594	1.0
MPAO1_00595	twin transmembrane helix small protein	210	0.0	0.0	0.0	0.9485709768636659	1.0	1.0	0.05142902313633413	0.3807302241755315	1.0
MPAO1_00600	SURF1 family protein	795	0.0	0.0	0.0	0.8386217242384657	1.0	1.0	0.1613782757615343	0.39295008489076166	1.0
MPAO1_00605	hypothetical protein	579	0.0	0.0	0.0	0.8610555933102664	1.0	1.0	0.13894440668973362	0.39114713722330186	1.0
MPAO1_00610	heme A synthase	1074	0.0	0.0	0.0	0.767978678319144	1.0	1.0	0.23202132168085599	0.3883318134510454	1.0
MPAO1_00615	protoheme IX farnesyltransferase 1	915	0.0	0.0	0.0	0.667117064014588	1.0	1.0	0.33288293598541197	0.41782743918903514	1.0
MPAO1_00620	SCO family protein	636	0.0	0.0	0.0	0.8167723452802428	1.0	1.0	0.18322765471975722	0.39078815473248657	1.0
MPAO1_00625	GNAT family N-acetyltransferase	453	0.0	0.0	0.0	0.8535117369454608	1.0	1.0	0.14648826305453921	0.391034518725968	1.0
MPAO1_00630	transcriptional regulator	474	0.0	0.0	0.0	0.8460339736056526	1.0	1.0	0.15396602639434742	0.3914413075890891	1.0
MPAO1_00635	SDR family NAD(P)-dependent oxidoreductase	729	0.0	0.0	0.0	0.7954922281799731	1.0	1.0	0.20450777182002688	0.38890219435720413	1.0
MPAO1_00640	2-hydroxychromene-2-carboxylate isomerase	588	0.0	0.0	0.0	0.8312744148647015	1.0	1.0	0.16872558513529845	0.3924689313119447	1.0
MPAO1_00645	C4-dicarboxylate transporter 1	1350	0.0	0.0	0.0	0.5401089571599939	1.0	1.0	0.45989104284000615	0.4933819218495266	1.0
MPAO1_00650	FadR family transcriptional regulator	687	0.0	0.0	0.0	0.8096164620789599	1.0	1.0	0.19038353792104012	0.3895142484858593	1.0
MPAO1_00655	GntR family transcriptional regulator	735	0.0	0.0	0.0	0.8239914765338922	1.0	1.0	0.17600852346610785	0.3898184253706789	1.0
MPAO1_00660	hemolysin	411	0.0	0.0	0.0	0.8239914765338922	1.0	1.0	0.17600852346610785	0.3898184253706789	1.0
MPAO1_00665	LysR family transcriptional regulator	909	0.0	0.0	0.0	0.7612502848385325	1.0	1.0	0.23874971516146748	0.3895006454951723	1.0
MPAO1_00670	type II toxin-antitoxin system RelE/ParE family toxin	282	0.0	0.0	0.0	0.8997868981480892	1.0	1.0	0.10021310185191079	0.4031845398258259	1.0
MPAO1_00675	ribbon-helix-helix protein, CopG family	228	0.0	0.0	0.0	0.9238569894445031	1.0	1.0	0.07614301055549688	0.40140683053382126	1.0
MPAO1_00680	hypothetical protein	621	0.0	0.0	0.0	0.9238569894445031	1.0	1.0	0.07614301055549688	0.40140683053382126	1.0
MPAO1_00685	water stress/hypersensitive response domain-containing protein	501	0.0	0.0	0.0	0.8919037101503576	1.0	1.0	0.10809628984964237	0.40625958550907787	1.0
MPAO1_00690	alkylphosphonate utilization protein	342	0.0	0.0	0.0	0.8096164620789599	1.0	1.0	0.19038353792104012	0.3895142484858593	1.0
MPAO1_00695	GABA permease	1428	0.0	0.0	0.0	0.5353769695556908	1.0	1.0	0.4646230304443092	0.49718808901358996	1.0
MPAO1_00700	methylmalonate-semialdehyde dehydrogenase (CoA acylating)	1494	0.0	0.0	0.0	0.6163207623675732	1.0	1.0	0.38367923763242684	0.443426378058082	1.0
MPAO1_00705	beta-alanine degradation protein BauB	288	0.0	0.0	0.0	0.932022599978382	1.0	1.0	0.067977400021618	0.3845728174466512	1.0
MPAO1_00710	beta-alanine--pyruvate aminotransferase	1347	0.0	0.0	0.0	0.6384010264483133	1.0	1.0	0.3615989735516867	0.43218356375291056	1.0
MPAO1_00715	HTH-type transcriptional activator BauR	918	2.0	0.002421307506053269	90.0	0.9944081997763737	1.0	1.0	0.005591800223626264	0.18782058122557246	1.0
MPAO1_00720	guanine deaminase	1371	0.0	0.0	0.0	0.5795019961667469	1.0	1.0	0.4204980038332531	0.4658287347402679	1.0
MPAO1_00725	hypothetical protein	141	0.0	0.0	0.0	0.9157629192309905	1.0	1.0	0.08423708076900949	0.4019038642534397	1.0
MPAO1_00730	ABC transporter ATP-binding protein	1572	0.0	0.0	0.0	0.6497360528627627	1.0	1.0	0.3502639471372373	0.42608681317729324	1.0
MPAO1_00735	ABC transporter permease	1098	1.0	0.0010121457489878543	28.0	0.9661332467290494	1.0	1.0	0.03386675327095057	0.3554799566547276	1.0
MPAO1_00740	ABC transporter permease	927	0.0	0.0	0.0	0.8025232728029628	1.0	1.0	0.19747672719703724	0.3886066965062554	1.0
MPAO1_00745	alkyl hydroperoxide reductase	120	0.0	0.0	0.0	0.9077397625607749	1.0	1.0	0.09226023743922507	0.4041025899163674	1.0
MPAO1_00750	peroxiredoxin	564	0.0	0.0	0.0	0.868666126870463	1.0	1.0	0.13133387312953704	0.3934661092025579	1.0
MPAO1_00755	alkyl hydroperoxide reductase subunit F	1566	3.0	0.002127659574468085	173.0	0.9986857467966631	1.0	1.0	0.0013142532033368903	0.10300240438952322	1.0
MPAO1_00760	polyphosphate kinase 2	897	0.0	0.0	0.0	0.7032863963646971	1.0	1.0	0.29671360363530286	0.4011229443809361	1.0
MPAO1_00765	8-oxoguanine deaminase	1350	2.0	0.0016474464579901153	58.0	0.9947836538879931	1.0	1.0	0.005216346112006942	0.18036283791986357	1.0
MPAO1_00770	nucleoside hydrolase	1053	0.0	0.0	0.0	0.6612723365097248	1.0	1.0	0.33872766349027517	0.42102795643811325	1.0
MPAO1_00775	nucleoside 2-deoxyribosyltransferase	627	1.0	0.0017699115044247787	56.0	0.984216119811699	1.0	1.0	0.015783880188301014	0.2936001510975739	1.0
MPAO1_00780	nucleoside 2-deoxyribosyltransferase	519	0.0	0.0	0.0	0.8535117369454608	1.0	1.0	0.14648826305453921	0.391034518725968	1.0
MPAO1_00785	BMP family ABC transporter substrate-binding protein	1098	2.0	0.0020242914979757085	95.0	0.9936097363481537	1.0	1.0	0.006390263651846251	0.19563525909141802	1.0
MPAO1_00790	oxidoreductase	963	0.0	0.0	0.0	0.6789619534005037	1.0	1.0	0.3210380465994963	0.4115728763166498	1.0
MPAO1_00795	adenosine deaminase	951	1.0	0.0011695906432748538	38.0	0.9582472010622228	1.0	1.0	0.04175279893777717	0.37072953497923594	1.0
MPAO1_00800	RNA polymerase sigma factor	546	0.0	0.0	0.0	0.868666126870463	1.0	1.0	0.13133387312953704	0.3934661092025579	1.0
MPAO1_00805	FecR family protein	996	0.0	0.0	0.0	0.7816143998230884	1.0	1.0	0.21838560017691155	0.3876987489700653	1.0
MPAO1_00810	TonB-dependent receptor	2388	0.0	0.0	0.0	0.48598296322499	1.0	1.0	0.51401703677501	0.536088030901971	1.0
MPAO1_00815	pca operon transcription factor PcaQ	918	0.0	0.0	0.0	0.8167723452802428	1.0	1.0	0.18322765471975722	0.39078815473248657	1.0
MPAO1_00820	protocatechuate 3,4-dioxygenase subunit beta	720	0.0	0.0	0.0	0.767978678319144	1.0	1.0	0.23202132168085599	0.3883318134510454	1.0
MPAO1_00825	protocatechuate 3,4-dioxygenase subunit alpha	606	0.0	0.0	0.0	0.8239914765338922	1.0	1.0	0.17600852346610785	0.3898184253706789	1.0
MPAO1_00830	hypothetical protein	231	1.0	0.004830917874396135	74.0	0.9904346638336093	1.0	1.0	0.009565336166390659	0.23329894600018378	1.0
MPAO1_00835	transcriptional regulator	840	0.0	0.0	0.0	0.7414167347708949	1.0	1.0	0.25858326522910513	0.3935661400871776	1.0
MPAO1_00840	triclosan efflux RND transporter adaptor protein TriA	1152	0.0	0.0	0.0	0.8096164620789599	1.0	1.0	0.19038353792104012	0.3895142484858593	1.0
MPAO1_00845	triclosan efflux RND transporter adaptor protein TriB	1071	0.0	0.0	0.0	0.8763439269596978	1.0	1.0	0.12365607304030224	0.39696908647236295	1.0
MPAO1_00850	triclosan efflux RND transporter permease subunit TriC	3048	3.0	0.0010932944606413995	125.0	0.9705406729871418	1.0	1.0	0.02945932701285825	0.3349360235620518	1.0
MPAO1_00855	LysR family transcriptional regulator	939	1.0	0.001183431952662722	35.0	0.9561782741132742	1.0	1.0	0.04382172588672584	0.35285493803037593	1.0
MPAO1_00860	hypothetical protein	186	0.0	0.0	0.0	0.9402603831495334	1.0	1.0	0.05973961685046658	0.3775800729538092	1.0
MPAO1_00865	hypothetical protein	216	0.0	0.0	0.0	0.8763439269596978	1.0	1.0	0.12365607304030224	0.39696908647236295	1.0
MPAO1_00870	OprD family porin	1335	2.0	0.0016652789342214821	209.0	0.9886285170451607	1.0	1.0	0.011371482954839252	0.24664788490238054	1.0
MPAO1_00875	AraC family transcriptional regulator	798	0.0	0.0	0.0	0.8025232728029628	1.0	1.0	0.19747672719703724	0.3886066965062554	1.0
MPAO1_00880	gamma-glutamyltransferase family protein	1617	2.0	0.0013745704467353953	50.0	0.9841202008550854	1.0	1.0	0.015879799144914553	0.2819983666882409	1.0
MPAO1_00885	hypothetical protein	837	1.0	0.0013280212483399733	34.0	0.9582472010622228	1.0	1.0	0.04175279893777717	0.37072953497923594	1.0
MPAO1_00890	purine permease	1407	1.0	7.892659826361484E-4	29.0	0.9185287295417001	1.0	1.0	0.08147127045829994	0.39285326312870145	1.0
MPAO1_00895	TetR family transcriptional regulator	666	2.0	0.0033333333333333335	81.0	0.9974838643850065	1.0	1.0	0.002516135614993531	0.14643411034586112	1.0
