Gene_ID	Annotation	Gene length (bp)	No. of Unique hits	Normalize Unique hits (hits/bp)	Total number of reads	Pvalue (Essential)	Adj. Pvalue (Essential)	FWER (Essential)	Pvalue (Improved fitness)	Adj. Pvalue (Improved fitness)	FWER (Improved fitness)	Ess538
MPAO1_00180	tryptophan synthase subunit alpha	807	0.0	0.0	0.0	0.9412019137195158	1.0	1.0	0.05879808628048422	0.11656497509500378	1.0	Ess538
MPAO1_00185	tryptophan synthase subunit beta	1209	0.0	0.0	0.0	0.9051154200287381	1.0	1.0	0.09488457997126187	0.12276723774401876	1.0	Ess538
MPAO1_00190	transcriptional regulator	888	0.0	0.0	0.0	0.9485900591101858	1.0	1.0	0.05140994088981421	0.11915916110028704	1.0	Ess538
MPAO1_00195	dodecin flavoprotein	216	0.0	0.0	0.0	0.9711042878236417	1.0	1.0	0.028895712176358335	0.15030884617047283	1.0	Ess538
MPAO1_00200	DUF1161 domain-containing protein	228	0.0	0.0	0.0	0.9806422063804091	1.0	1.0	0.01935779361959089	0.18411830242063956	1.0	Ess538
MPAO1_00205	ShlB/FhaC/HecB family hemolysin secretion/activation protein	1689	0.0	0.0	0.0	0.9122202975486775	1.0	1.0	0.0877797024513225	0.11935440458220532	1.0	Ess538
MPAO1_00210	filamentous hemagglutinin N-terminal domain-containing protein	10608	0.0	0.0	0.0	0.5639752267083192	1.0	1.0	0.43602477329168077	0.4364703026921832	1.0	Ess538
MPAO1_00215	hypothetical protein	255	0.0	0.0	0.0	0.9375294477322854	1.0	1.0	0.062470552267714585	0.11598291415970509	1.0	Ess538
MPAO1_00220	transposase	702	0.0	0.0	0.0	0.8910712441734776	1.0	1.0	0.1089287558265224	0.13040391583468405	1.0	Ess538
MPAO1_00230	hypothetical protein	237	0.0	0.0	0.0	0.9448887653950678	1.0	1.0	0.05511123460493217	0.11766939230213995	1.0	Ess538
MPAO1_00235	hypothetical protein	246	0.0	0.0	0.0	0.9560361991686502	1.0	1.0	0.043963800831349764	0.1261196785196066	1.0	Ess538
MPAO1_00240	hypothetical protein	321	0.0	0.0	0.0	0.914005214120839	1.0	1.0	0.08599478587916098	0.11874027516976937	1.0	Ess538
MPAO1_00245	transposase	279	0.0	0.0	0.0	0.9523058514368519	1.0	1.0	0.04769414856314813	0.12279728657651542	1.0	Ess538
MPAO1_00250	hypothetical protein	396	0.0	0.0	0.0	0.9448887653950678	1.0	1.0	0.05511123460493217	0.11766939230213995	1.0	Ess538
MPAO1_00255	hypothetical protein	261	0.0	0.0	0.0	0.9922114454819394	1.0	1.0	0.0077885545180605975	0.21800534979600092	1.0	Ess538
MPAO1_00260	DUF4010 domain-containing protein	1383	0.0	0.0	0.0	0.914005214120839	1.0	1.0	0.08599478587916098	0.11874027516976937	1.0	Ess538
MPAO1_00265	exoenzyme T	1374	0.0	0.0	0.0	0.9051154200287381	1.0	1.0	0.09488457997126187	0.12276723774401876	1.0	Ess538
MPAO1_00270	curli production assembly protein CsgG	687	0.0	0.0	0.0	0.9467376034671159	1.0	1.0	0.053262396532884115	0.11827592248594364	1.0	Ess538
MPAO1_00275	DUF4810 domain-containing protein	354	0.0	0.0	0.0	0.9730044210933041	1.0	1.0	0.026995578906695905	0.15648916451041275	1.0	Ess538
MPAO1_00280	hypothetical protein	666	0.0	0.0	0.0	0.9504461394026802	1.0	1.0	0.04955386059731981	0.12126460973815398	1.0	Ess538
MPAO1_00285	XRE family transcriptional regulator	384	0.0	0.0	0.0	0.9787271576492997	1.0	1.0	0.02127284235070026	0.17711298489719002	1.0	Ess538
MPAO1_00290	hypothetical protein	1662	0.0	0.0	0.0	0.898065879234707	1.0	1.0	0.10193412076529296	0.1261407919701878	1.0	Ess538
MPAO1_00295	hypothetical protein	141	0.0	0.0	0.0	0.9941528785512191	1.0	1.0	0.0058471214487808565	0.207044457083939	1.0	Ess538
MPAO1_00300	asparagine synthase (glutamine-hydrolyzing)	1833	0.0	0.0	0.0	0.8619467107190912	1.0	1.0	0.13805328928090876	0.15032923942074503	1.0	Ess538
MPAO1_00305	cupin domain-containing protein	429	0.0	0.0	0.0	0.9711042878236417	1.0	1.0	0.028895712176358335	0.15030884617047283	1.0	Ess538
MPAO1_00315	RNA 2'-phosphotransferase	549	0.0	0.0	0.0	0.9597811593216358	1.0	1.0	0.04021884067836423	0.13032323346605565	1.0	Ess538
MPAO1_00320	DUF1993 family protein	507	0.0	0.0	0.0	0.969207865232332	1.0	1.0	0.030792134767667956	0.14422005431422488	1.0	Ess538
MPAO1_00325	LysR family transcriptional regulator	921	0.0	0.0	0.0	0.9523058514368519	1.0	1.0	0.04769414856314813	0.12279728657651542	1.0	Ess538
MPAO1_00330	MBL fold metallo-hydrolase	888	0.0	0.0	0.0	0.9485900591101858	1.0	1.0	0.05140994088981421	0.11915916110028704	1.0	Ess538
MPAO1_00335	DsbA family protein	705	0.0	0.0	0.0	0.9616591369346369	1.0	1.0	0.03834086306536311	0.13280353158409214	1.0	Ess538
MPAO1_00340	OsmC family peroxiredoxin	456	0.0	0.0	0.0	0.9673151460729708	1.0	1.0	0.032684853927029245	0.13962323501677174	1.0	Ess538
MPAO1_00345	DUF1161 domain-containing protein	234	0.0	0.0	0.0	0.9825610022351309	1.0	1.0	0.017438997764869124	0.19414096375359985	1.0	Ess538
MPAO1_00350	hypothetical protein	438	0.0	0.0	0.0	0.9730044210933041	1.0	1.0	0.026995578906695905	0.15648916451041275	1.0	Ess538
MPAO1_00355	hypothetical protein	417	0.0	0.0	0.0	0.9768158487242262	1.0	1.0	0.02318415127577378	0.17034555149874783	1.0	Ess538
MPAO1_00360	aminopeptidase	1128	0.0	0.0	0.0	0.9211798737887832	1.0	1.0	0.07882012621121681	0.11637897560149017	1.0	Ess538
MPAO1_00365	hypothetical protein	984	0.0	0.0	0.0	0.9302274485163353	1.0	1.0	0.06977255148366468	0.11543007532253897	1.0	Ess538
MPAO1_00370	HAD family hydrolase	666	0.0	0.0	0.0	0.9560361991686502	1.0	1.0	0.043963800831349764	0.1261196785196066	1.0	Ess538
MPAO1_00375	gamma carbonic anhydrase family protein	543	0.0	0.0	0.0	0.9635407891352049	1.0	1.0	0.03645921086479509	0.1341936389876428	1.0	Ess538
MPAO1_00380	oligopeptidase A	2046	1.0	5.428881650380022E-4	528.0	0.9913334956034876	1.0	1.0	0.008666504396512398	0.2037668513707995	1.0	Ess538
MPAO1_00385	YheV family putative metal-binding protein	276	0.0	0.0	0.0	0.9844835525453597	1.0	1.0	0.015516447454640314	0.19446839688353043	1.0	Ess538
MPAO1_00390	PA0069 family radical SAM protein	1059	0.0	0.0	0.0	0.9157936231905675	1.0	1.0	0.08420637680943255	0.11801742558079269	1.0	Ess538
MPAO1_00395	type VI secretion-associated lipoprotein TagQ	915	0.0	0.0	0.0	0.9356985918221729	1.0	1.0	0.06430140817782715	0.11579769524181004	1.0	Ess538
MPAO1_00400	type VI secretion protein	1713	0.0	0.0	0.0	0.8619467107190912	1.0	1.0	0.13805328928090876	0.15032923942074503	1.0	Ess538
MPAO1_00405	ABC transporter permease	1200	0.0	0.0	0.0	0.9448887653950678	1.0	1.0	0.05511123460493217	0.11766939230213995	1.0	Ess538
MPAO1_00410	ABC transporter ATP-binding protein	720	0.0	0.0	0.0	0.9673151460729708	1.0	1.0	0.032684853927029245	0.13962323501677174	1.0	Ess538
MPAO1_00415	VWA domain-containing protein	3099	0.0	0.0	0.0	0.8436106542272593	1.0	1.0	0.15638934577274066	0.16530418529979674	1.0	Ess538
MPAO1_00420	serine/threonine-protein phosphatase	729	0.0	0.0	0.0	0.9597811593216358	1.0	1.0	0.04021884067836423	0.13032323346605565	1.0	Ess538
MPAO1_00425	type VI secretion system-associated protein TagF	681	0.0	0.0	0.0	0.969207865232332	1.0	1.0	0.030792134767667956	0.14422005431422488	1.0	Ess538
MPAO1_00430	type VI secretion system membrane subunit TssM	3531	0.0	0.0	0.0	0.8224430054081749	1.0	1.0	0.17755699459182506	0.18342355258536866	1.0	Ess538
MPAO1_00435	DotU family type VI secretion system protein	1350	0.0	0.0	0.0	0.9284108523272934	1.0	1.0	0.07158914767270663	0.11566822705337261	1.0	Ess538
MPAO1_00440	type VI secretion system baseplate subunit TssK	1335	0.0	0.0	0.0	0.9229823213193694	1.0	1.0	0.07701767868063059	0.11604970912195503	1.0	Ess538
MPAO1_00445	type VI secretion system lipoprotein TssJ	465	0.0	0.0	0.0	0.9844835525453597	1.0	1.0	0.015516447454640314	0.19446839688353043	1.0	Ess538
MPAO1_00450	type VI secretion system-associated FHA domain protein TagH	1494	0.0	0.0	0.0	0.9320475991895862	1.0	1.0	0.06795240081041376	0.11567454733959226	1.0	Ess538
MPAO1_00455	type VI secretion system protein TssA	1035	0.0	0.0	0.0	0.9430435378294623	1.0	1.0	0.056956462170537736	0.11693680916465972	1.0	Ess538
MPAO1_00460	type VI secretion system contractile sheath small subunit	519	0.0	0.0	0.0	0.9616591369346369	1.0	1.0	0.03834086306536311	0.13280353158409214	1.0	Ess538
MPAO1_00465	type VI secretion system contractile sheath large subunit	1497	0.0	0.0	0.0	0.8928147789698155	1.0	1.0	0.10718522103018446	0.1293440216003745	1.0	Ess538
MPAO1_00470	type VI secretion system tube protein Hcp	489	0.0	0.0	0.0	0.9616591369346369	1.0	1.0	0.03834086306536311	0.13280353158409214	1.0	Ess538
MPAO1_00475	tetratricopeptide repeat protein	846	0.0	0.0	0.0	0.9448887653950678	1.0	1.0	0.05511123460493217	0.11766939230213995	1.0	Ess538
MPAO1_00480	type VI secretion system baseplate subunit TssE	510	0.0	0.0	0.0	0.9825610022351309	1.0	1.0	0.017438997764869124	0.19414096375359985	1.0	Ess538
MPAO1_00485	type VI secretion system baseplate subunit TssF	1860	0.0	0.0	0.0	0.9033478639054591	1.0	1.0	0.09665213609454093	0.12339731884528922	1.0	Ess538
MPAO1_00490	type VI secretion system baseplate subunit TssG	1047	0.0	0.0	0.0	0.9356985918221729	1.0	1.0	0.06430140817782715	0.11579769524181004	1.0	Ess538
MPAO1_00495	type VI secretion system ATPase TssH	2709	0.0	0.0	0.0	0.8419632077861242	1.0	1.0	0.1580367922138758	0.16662605643644157	1.0	Ess538
MPAO1_00500	type VI secretion system tip protein VgrG	1932	0.0	0.0	0.0	0.8485723598735184	1.0	1.0	0.15142764012648158	0.1610442678964101	1.0	Ess538
MPAO1_00505	hypothetical protein	285	0.0	0.0	0.0	0.965426123113305	1.0	1.0	0.034573876886695	0.1362099519705048	1.0	Ess538
MPAO1_00510	hypothetical protein	1293	0.0	0.0	0.0	0.9051154200287381	1.0	1.0	0.09488457997126187	0.12276723774401876	1.0	Ess538
MPAO1_00515	DUF1795 domain-containing protein	435	0.0	0.0	0.0	0.965426123113305	1.0	1.0	0.034573876886695	0.1362099519705048	1.0	Ess538
MPAO1_00520	type VI secretion system tip protein VgrG	2226	0.0	0.0	0.0	0.8370401466547936	1.0	1.0	0.16295985334520635	0.17101910693860434	1.0	Ess538
MPAO1_00525	hypothetical protein	450	0.0	0.0	0.0	0.969207865232332	1.0	1.0	0.030792134767667956	0.14422005431422488	1.0	Ess538
MPAO1_00530	DUF2169 domain-containing protein	1200	0.0	0.0	0.0	0.9356985918221729	1.0	1.0	0.06430140817782715	0.11579769524181004	1.0	Ess538
MPAO1_00535	hypothetical protein	1038	0.0	0.0	0.0	0.9560361991686502	1.0	1.0	0.043963800831349764	0.1261196785196066	1.0	Ess538
MPAO1_00540	DUF4150 domain-containing protein	1161	1.0	9.569377990430622E-4	266.0	0.9956104320902773	1.0	1.0	0.004389567909722669	0.16863973969509705	1.0	Ess538
MPAO1_00545	hypothetical protein	921	0.0	0.0	0.0	0.8963120898186578	1.0	1.0	0.10368791018134216	0.12737252581942093	1.0	Ess538
MPAO1_00550	TIGR02270 family protein	1248	1.0	8.896797153024911E-4	29.0	0.9974415075108872	1.0	1.0	0.0025584924891127736	0.13308689248676886	1.0	Ess538
MPAO1_00555	carbonic anhydrase	729	0.0	0.0	0.0	0.9448887653950678	1.0	1.0	0.05511123460493217	0.11766939230213995	1.0	Ess538
MPAO1_00560	SulP family inorganic anion transporter	1572	0.0	0.0	0.0	0.8841310872087563	1.0	1.0	0.11586891279124367	0.13446741745052918	1.0	Ess538
MPAO1_00565	hypothetical protein	639	0.0	0.0	0.0	0.9616591369346369	1.0	1.0	0.03834086306536311	0.13280353158409214	1.0	Ess538
MPAO1_00570	cytochrome C oxidase subunit II	162	0.0	0.0	0.0	0.986409864657336	1.0	1.0	0.013590135342663956	0.20430387607206837	1.0	Ess538
MPAO1_00575	cytochrome c oxidase subunit II	1125	0.0	0.0	0.0	0.9229823213193694	1.0	1.0	0.07701767868063059	0.11604970912195503	1.0	Ess538
MPAO1_00580	cytochrome c oxidase subunit I	1593	2.0	0.0013956734124214933	322.0	0.9993695209397755	1.0	1.0	6.304790602245092E-4	0.06501677045613448	1.0	Ess538
MPAO1_00585	cytochrome c oxidase assembly protein	555	0.0	0.0	0.0	0.9448887653950678	1.0	1.0	0.05511123460493217	0.11766939230213995	1.0	Ess538
MPAO1_00590	cytochrome c oxidase subunit 3	888	0.0	0.0	0.0	0.9302274485163353	1.0	1.0	0.06977255148366468	0.11543007532253897	1.0	Ess538
MPAO1_00595	twin transmembrane helix small protein	210	0.0	0.0	0.0	0.988339945931675	1.0	1.0	0.011660054068325043	0.2196724288897904	1.0	Ess538
MPAO1_00600	SURF1 family protein	795	0.0	0.0	0.0	0.9616591369346369	1.0	1.0	0.03834086306536311	0.13280353158409214	1.0	Ess538
MPAO1_00605	hypothetical protein	579	0.0	0.0	0.0	0.9673151460729708	1.0	1.0	0.032684853927029245	0.13962323501677174	1.0	Ess538
MPAO1_00610	heme A synthase	1074	0.0	0.0	0.0	0.9430435378294623	1.0	1.0	0.056956462170537736	0.11693680916465972	1.0	Ess538
MPAO1_00615	protoheme IX farnesyltransferase 1	915	0.0	0.0	0.0	0.914005214120839	1.0	1.0	0.08599478587916098	0.11874027516976937	1.0	Ess538
MPAO1_00620	SCO family protein	636	0.0	0.0	0.0	0.9560361991686502	1.0	1.0	0.043963800831349764	0.1261196785196066	1.0	Ess538
MPAO1_00625	GNAT family N-acetyltransferase	453	0.0	0.0	0.0	0.965426123113305	1.0	1.0	0.034573876886695	0.1362099519705048	1.0	Ess538
MPAO1_00630	transcriptional regulator	474	0.0	0.0	0.0	0.9635407891352049	1.0	1.0	0.03645921086479509	0.1341936389876428	1.0	Ess538
MPAO1_00635	SDR family NAD(P)-dependent oxidoreductase	729	0.0	0.0	0.0	0.9504461394026802	1.0	1.0	0.04955386059731981	0.12126460973815398	1.0	Ess538
MPAO1_00640	2-hydroxychromene-2-carboxylate isomerase	588	0.0	0.0	0.0	0.9597811593216358	1.0	1.0	0.04021884067836423	0.13032323346605565	1.0	Ess538
MPAO1_00645	C4-dicarboxylate transporter 1	1350	0.0	0.0	0.0	0.8721156260729328	1.0	1.0	0.1278843739270672	0.14253021424787657	1.0	Ess538
MPAO1_00650	FadR family transcriptional regulator	687	0.0	0.0	0.0	0.9541692023188304	1.0	1.0	0.0458307976811696	0.1243736974930355	1.0	Ess538
MPAO1_00655	GntR family transcriptional regulator	735	0.0	0.0	0.0	0.9579068491202771	1.0	1.0	0.042093150879722874	0.12740656069568024	1.0	Ess538
MPAO1_00660	hemolysin	411	0.0	0.0	0.0	0.9579068491202771	1.0	1.0	0.042093150879722874	0.12740656069568024	1.0	Ess538
MPAO1_00665	LysR family transcriptional regulator	909	0.0	0.0	0.0	0.9412019137195158	1.0	1.0	0.05879808628048422	0.11656497509500378	1.0	Ess538
MPAO1_00670	type II toxin-antitoxin system RelE/ParE family toxin	282	0.0	0.0	0.0	0.9768158487242262	1.0	1.0	0.02318415127577378	0.17034555149874783	1.0	Ess538
MPAO1_00675	ribbon-helix-helix protein, CopG family	228	0.0	0.0	0.0	0.9825610022351309	1.0	1.0	0.017438997764869124	0.19414096375359985	1.0	Ess538
MPAO1_00680	hypothetical protein	621	0.0	0.0	0.0	0.9825610022351309	1.0	1.0	0.017438997764869124	0.19414096375359985	1.0	Ess538
MPAO1_00685	water stress/hypersensitive response domain-containing protein	501	0.0	0.0	0.0	0.9749082723019024	1.0	1.0	0.025091727698097643	0.16460845469801108	1.0	Ess538
MPAO1_00690	alkylphosphonate utilization protein	342	0.0	0.0	0.0	0.9541692023188304	1.0	1.0	0.0458307976811696	0.1243736974930355	1.0	Ess538
MPAO1_00695	GABA permease	1428	0.0	0.0	0.0	0.8704125136510676	1.0	1.0	0.12958748634893236	0.14374697957332033	1.0	Ess538
MPAO1_00700	methylmalonate-semialdehyde dehydrogenase (CoA acylating)	1494	0.0	0.0	0.0	0.898065879234707	1.0	1.0	0.10193412076529296	0.1261407919701878	1.0	Ess538
MPAO1_00705	beta-alanine degradation protein BauB	288	0.0	0.0	0.0	0.9844835525453597	1.0	1.0	0.015516447454640314	0.19446839688353043	1.0	Ess538
MPAO1_00710	beta-alanine--pyruvate aminotransferase	1347	0.0	0.0	0.0	0.9051154200287381	1.0	1.0	0.09488457997126187	0.12276723774401876	1.0	Ess538
MPAO1_00715	HTH-type transcriptional activator BauR	918	0.0	0.0	0.0	0.9229823213193694	1.0	1.0	0.07701767868063059	0.11604970912195503	1.0	Ess538
MPAO1_00720	guanine deaminase	1371	0.0	0.0	0.0	0.8858610423892789	1.0	1.0	0.11413895761072113	0.1332490154589511	1.0	Ess538
MPAO1_00725	hypothetical protein	141	0.0	0.0	0.0	0.9806422063804091	1.0	1.0	0.01935779361959089	0.18411830242063956	1.0	Ess538
MPAO1_00730	ABC transporter ATP-binding protein	1572	0.0	0.0	0.0	0.9086609146290555	1.0	1.0	0.09133908537094448	0.12081258861620425	1.0	Ess538
MPAO1_00735	ABC transporter permease	1098	0.0	0.0	0.0	0.9375294477322854	1.0	1.0	0.062470552267714585	0.11598291415970509	1.0	Ess538
MPAO1_00740	ABC transporter permease	927	0.0	0.0	0.0	0.9523058514368519	1.0	1.0	0.04769414856314813	0.12279728657651542	1.0	Ess538
MPAO1_00745	alkyl hydroperoxide reductase	120	0.0	0.0	0.0	0.9787271576492997	1.0	1.0	0.02127284235070026	0.17711298489719002	1.0	Ess538
MPAO1_00750	peroxiredoxin	564	0.0	0.0	0.0	0.969207865232332	1.0	1.0	0.030792134767667956	0.14422005431422488	1.0	Ess538
MPAO1_00755	alkyl hydroperoxide reductase subunit F	1566	0.0	0.0	0.0	0.8998231002426658	1.0	1.0	0.10017689975733424	0.12549868217681387	1.0	Ess538
MPAO1_00760	polyphosphate kinase 2	897	0.0	0.0	0.0	0.9247882956498706	1.0	1.0	0.07521170435012936	0.1153390029141822	1.0	Ess538
MPAO1_00765	8-oxoguanine deaminase	1350	1.0	8.237232289950577E-4	36.0	0.9971686168982444	1.0	1.0	0.002831383101755569	0.14472060758364552	1.0	Ess538
MPAO1_00770	nucleoside hydrolase	1053	0.0	0.0	0.0	0.9122202975486775	1.0	1.0	0.0877797024513225	0.11935440458220532	1.0	Ess538
MPAO1_00775	nucleoside 2-deoxyribosyltransferase	627	0.0	0.0	0.0	0.9579068491202771	1.0	1.0	0.042093150879722874	0.12740656069568024	1.0	Ess538
MPAO1_00780	nucleoside 2-deoxyribosyltransferase	519	0.0	0.0	0.0	0.965426123113305	1.0	1.0	0.034573876886695	0.1362099519705048	1.0	Ess538
MPAO1_00785	BMP family ABC transporter substrate-binding protein	1098	0.0	0.0	0.0	0.9193809461707948	1.0	1.0	0.0806190538292052	0.11677644120455105	1.0	Ess538
MPAO1_00790	oxidoreductase	963	1.0	0.0011534025374855825	11.0	0.996583773078863	1.0	1.0	0.0034162269211369667	0.15328688429345871	1.0	Ess538
MPAO1_00795	adenosine deaminase	951	0.0	0.0	0.0	0.9302274485163353	1.0	1.0	0.06977255148366468	0.11543007532253897	1.0	Ess538
MPAO1_00800	RNA polymerase sigma factor	546	0.0	0.0	0.0	0.969207865232332	1.0	1.0	0.030792134767667956	0.14422005431422488	1.0	Ess538
MPAO1_00805	FecR family protein	996	0.0	0.0	0.0	0.9467376034671159	1.0	1.0	0.053262396532884115	0.11827592248594364	1.0	Ess538
MPAO1_00810	TonB-dependent receptor	2388	0.0	0.0	0.0	0.8518963654680918	1.0	1.0	0.14810363453190822	0.15828239341428302	1.0	Ess538
MPAO1_00815	pca operon transcription factor PcaQ	918	0.0	0.0	0.0	0.9560361991686502	1.0	1.0	0.043963800831349764	0.1261196785196066	1.0	Ess538
MPAO1_00820	protocatechuate 3,4-dioxygenase subunit beta	720	0.0	0.0	0.0	0.9430435378294623	1.0	1.0	0.056956462170537736	0.11693680916465972	1.0	Ess538
MPAO1_00825	protocatechuate 3,4-dioxygenase subunit alpha	606	0.0	0.0	0.0	0.9579068491202771	1.0	1.0	0.042093150879722874	0.12740656069568024	1.0	Ess538
MPAO1_00830	hypothetical protein	231	1.0	0.004830917874396135	207.0	0.9994913717821108	1.0	1.0	5.086282178892176E-4	0.05862189538731022	1.0	Ess538
MPAO1_00835	transcriptional regulator	840	0.0	0.0	0.0	0.9356985918221729	1.0	1.0	0.06430140817782715	0.11579769524181004	1.0	Ess538
MPAO1_00840	triclosan efflux RND transporter adaptor protein TriA	1152	0.0	0.0	0.0	0.9541692023188304	1.0	1.0	0.0458307976811696	0.1243736974930355	1.0	Ess538
MPAO1_00845	triclosan efflux RND transporter adaptor protein TriB	1071	0.0	0.0	0.0	0.9711042878236417	1.0	1.0	0.028895712176358335	0.15030884617047283	1.0	Ess538
MPAO1_00850	triclosan efflux RND transporter permease subunit TriC	3048	1.0	3.6443148688046647E-4	133.0	0.9721140960333418	1.0	1.0	0.027885903966658243	0.1451845381009895	1.0	Ess538
